{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.28, 'prop-target-estimate': 1.0, 'oracle': 0.28, 'classical': nan, 'supervised': nan, 'iter': 39, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.2975, 'prop-target-estimate': 0.72, 'oracle': 0.2975, 'classical': nan, 'supervised': nan, 'iter': 60, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.02, 'supervised': 0.0625, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 33, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.0325, 'prop-target-estimate': 0.64, 'oracle': 0.0325, 'classical': nan, 'supervised': nan, 'iter': 12, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.0725, 'prop-target-estimate': 0.7000000000000001, 'oracle': 0.0725, 'classical': nan, 'supervised': nan, 'iter': 19, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 3150, 'labeled': True, 'classical': 0.01, 'supervised': 0.03, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 49, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.3425, 'prop-target-estimate': 0.875, 'oracle': 0.3425, 'classical': nan, 'supervised': nan, 'iter': 17, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.0225, 'supervised': 0.0625, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 83, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.105, 'supervised': 0.0175, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 78, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0031, 'n_source': 12750, 'n_target': 50, 'labeled': True, 'classical': 0.08, 'supervised': 0.0, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 63, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.055, 'prop-target-estimate': 0.74, 'oracle': 0.055, 'classical': nan, 'supervised': nan, 'iter': 15, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.1, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 50, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.0425, 'prop-target-estimate': 0.74, 'oracle': 0.0425, 'classical': nan, 'supervised': nan, 'iter': 50, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.305, 'prop-target-estimate': 1.0, 'oracle': 0.305, 'classical': nan, 'supervised': nan, 'iter': 7, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 350, 'n_target': 50, 'labeled': False, 'lipton': 0.3175, 'prop-target-estimate': 0.84, 'oracle': 0.3175, 'classical': nan, 'supervised': nan, 'iter': 40, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.115, 'prop-target-estimate': 0.74, 'oracle': 0.115, 'classical': nan, 'supervised': nan, 'iter': 95, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.1, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 3, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.1325, 'prop-target-estimate': 0.7968750000000001, 'oracle': 0.1325, 'classical': nan, 'supervised': nan, 'iter': 76, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 3150, 'labeled': True, 'classical': 0.005, 'supervised': 0.0525, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 51, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.0125, 'supervised': 0.04, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 44, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.01, 'prop-target-estimate': 0.76, 'oracle': 0.01, 'classical': nan, 'supervised': nan, 'iter': 31, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.0225, 'supervised': 0.0775, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 75, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 8, 'n_target': 50, 'labeled': False, 'lipton': 0.4525, 'prop-target-estimate': 0.84, 'oracle': 0.4525, 'classical': nan, 'supervised': nan, 'iter': 77, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0025, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.0275, 'supervised': 0.0825, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 80, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 3150, 'labeled': True, 'classical': 0.005, 'supervised': 0.045, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 41, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.3325, 'prop-target-estimate': 0.84, 'oracle': 0.3325, 'classical': nan, 'supervised': nan, 'iter': 16, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.0275, 'supervised': 0.0925, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 94, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.2275, 'prop-target-estimate': 0.82, 'oracle': 0.2275, 'classical': nan, 'supervised': nan, 'iter': 18, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 8, 'n_target': 50, 'labeled': False, 'lipton': 0.4675, 'prop-target-estimate': 0.82, 'oracle': 0.4675, 'classical': nan, 'supervised': nan, 'iter': 98, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.0625, 'supervised': 0.025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 89, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.2525, 'prop-target-estimate': 0.74, 'oracle': 0.2525, 'classical': nan, 'supervised': nan, 'iter': 62, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 12750, 'n_target': 50, 'labeled': True, 'classical': 0.0725, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 57, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.0025, 'supervised': 0.0075, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 12, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.1975, 'prop-target-estimate': 0.74, 'oracle': 0.1975, 'classical': nan, 'supervised': nan, 'iter': 88, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.505, 'prop-target-estimate': 0.671875, 'oracle': 0.505, 'classical': nan, 'supervised': nan, 'iter': 95, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.0825, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 98, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 64, 'n_target': 50, 'labeled': False, 'lipton': 0.1025, 'prop-target-estimate': 0.68, 'oracle': 0.1025, 'classical': nan, 'supervised': nan, 'iter': 16, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.1025, 'prop-target-estimate': 0.671875, 'oracle': 0.1025, 'classical': nan, 'supervised': nan, 'iter': 74, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.1025, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 77, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.105, 'supervised': 0.0125, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 44, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.185, 'prop-target-estimate': 0.68, 'oracle': 0.185, 'classical': nan, 'supervised': nan, 'iter': 46, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.245, 'prop-target-estimate': 0.76, 'oracle': 0.245, 'classical': nan, 'supervised': nan, 'iter': 18, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.4, 'prop-target-estimate': 0.6875, 'oracle': 0.4, 'classical': nan, 'supervised': nan, 'iter': 31, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.0925, 'supervised': 0.0175, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 6, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0057, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.2175, 'prop-target-estimate': 0.8, 'oracle': 0.2175, 'classical': nan, 'supervised': nan, 'iter': 35, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.105, 'supervised': 0.0175, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 60, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.225, 'prop-target-estimate': 0.84, 'oracle': 0.225, 'classical': nan, 'supervised': nan, 'iter': 50, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.025, 'supervised': 0.07, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 68, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 350, 'n_target': 50, 'labeled': False, 'lipton': 0.2575, 'prop-target-estimate': 0.8, 'oracle': 0.2575, 'classical': nan, 'supervised': nan, 'iter': 26, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.09, 'supervised': 0.0125, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 29, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.01, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 50, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 350, 'n_target': 50, 'labeled': False, 'lipton': 0.2925, 'prop-target-estimate': 0.64, 'oracle': 0.2925, 'classical': nan, 'supervised': nan, 'iter': 97, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.09, 'supervised': 0.0175, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 83, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.2025, 'prop-target-estimate': 0.74, 'oracle': 0.2025, 'classical': nan, 'supervised': nan, 'iter': 91, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 150, 'n_target': 50, 'labeled': False, 'lipton': 0.28, 'prop-target-estimate': 0.78, 'oracle': 0.28, 'classical': nan, 'supervised': nan, 'iter': 59, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.005, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 14, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.0075, 'supervised': 0.0125, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 15, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 3150, 'labeled': True, 'classical': 0.0075, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 29, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.0825, 'supervised': 0.0125, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 85, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.005, 'supervised': 0.0075, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 44, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 50, 'n_target': 150, 'labeled': True, 'classical': 0.0475, 'supervised': 0.1125, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 61, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.3325, 'prop-target-estimate': 0.71875, 'oracle': 0.3325, 'classical': nan, 'supervised': nan, 'iter': 63, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.2525, 'prop-target-estimate': 0.8199999999999998, 'oracle': 0.2525, 'classical': nan, 'supervised': nan, 'iter': 83, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.0, 'supervised': 0.02, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 25, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.2625, 'prop-target-estimate': 0.7800000000000001, 'oracle': 0.2625, 'classical': nan, 'supervised': nan, 'iter': 35, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.1225, 'prop-target-estimate': 0.78125, 'oracle': 0.1225, 'classical': nan, 'supervised': nan, 'iter': 19, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.0975, 'supervised': 0.0325, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 66, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.0675, 'supervised': 0.0175, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 83, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 8, 'n_target': 50, 'labeled': False, 'lipton': 0.22, 'prop-target-estimate': 0.8, 'oracle': 0.22, 'classical': nan, 'supervised': nan, 'iter': 16, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.0, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 50, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.055, 'prop-target-estimate': 0.72, 'oracle': 0.055, 'classical': nan, 'supervised': nan, 'iter': 69, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.325, 'prop-target-estimate': 0.75, 'oracle': 0.325, 'classical': nan, 'supervised': nan, 'iter': 69, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 350, 'n_target': 50, 'labeled': False, 'lipton': 0.065, 'prop-target-estimate': 0.8, 'oracle': 0.065, 'classical': nan, 'supervised': nan, 'iter': 70, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.0775, 'prop-target-estimate': 0.875, 'oracle': 0.0775, 'classical': nan, 'supervised': nan, 'iter': 37, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.15, 'prop-target-estimate': 0.68, 'oracle': 0.15, 'classical': nan, 'supervised': nan, 'iter': 8, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.0175, 'supervised': 0.07, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 3, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 50, 'n_target': 3150, 'labeled': True, 'classical': 0.005, 'supervised': 0.02, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 38, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.38, 'prop-target-estimate': 0.56, 'oracle': 0.38, 'classical': nan, 'supervised': nan, 'iter': 14, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 50, 'n_target': 150, 'labeled': True, 'classical': 0.0625, 'supervised': 0.085, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 78, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 150, 'n_target': 50, 'labeled': False, 'lipton': 0.355, 'prop-target-estimate': 0.96, 'oracle': 0.355, 'classical': nan, 'supervised': nan, 'iter': 31, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.01, 'supervised': 0.0175, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 73, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.035, 'prop-target-estimate': 0.84, 'oracle': 0.035, 'classical': nan, 'supervised': nan, 'iter': 42, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.1, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 27, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.1075, 'supervised': 0.0275, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 27, 'setup': 'constant-prop-source'}
